A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.7-13-early-2014-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-11-early-2015-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-2.2-11-early-2015-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-13-early-2015-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-2.2-13-early-2015-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.8-13-2017-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-2.2-13-2017-specs.html
A1932,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-13-retina-display-late-2018-specs.html
A1932,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-13-retina-display-true-tone-2019-specs.html
A2179,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i3-1.1-dual-core-13-retina-display-2020-scissor-specs.html
A2179,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.1-quad-core-13-retina-display-2020-scissor-specs.html
A2179,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.2-quad-core-13-retina-display-2020-scissor-specs.html
A2337,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m1-8-core-7-core-gpu-13-retina-display-2020-specs.html
A2337,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m1-8-core-8-core-gpu-13-retina-display-2020-specs.html
A2681,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m2-8-core-cpu-8-core-gpu-13-2022-specs.html
A2681,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m2-8-core-cpu-10-core-gpu-13-2022-specs.html
A2941,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m2-8-core-cpu-10-core-gpu-15-2023-specs.html
A3113,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m3-8-core-cpu-8-core-gpu-13-2024-specs.html
A3113,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m3-8-core-cpu-10-core-gpu-13-2024-specs.html
A3114,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m3-8-core-cpu-10-core-gpu-15-2024-specs.html
A3240,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m4-10-core-cpu-8-core-gpu-13-2025-specs.html
A3240,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m4-10-core-cpu-10-core-gpu-13-2025-specs.html
A3241,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-m4-10-core-cpu-10-core-gpu-15-2025-specs.html
